"Inoculum","Genus","CS_duo","CS_type_duo","CS1_mono","CS2_mono","epsi_mean","epsi_sd","t.outcome"
1,"Pseudomonas","glucose_fumarate","SA","glucose","fumarate",0.0580795693152805,0.0954186650409501,"ns"
1,"Pseudomonas","glucose_glutamine","SA","glucose","glutamine",-0.0855695753726663,0.101322957520516,"ns"
1,"Pseudomonas","glucose_glycerol","SS","glucose","glycerol",-0.0131800009240687,0.0105709036325244,"ns"
1,"Pseudomonas","glucose_glycine","SA","glucose","glycine",-0.195467319297612,0.0896841984224694,"ns"
1,"Pseudomonas","glucose_ribose","SS","glucose","ribose",0.0227081044352355,0.117348387951018,"ns"
1,"Pseudomonas","succinate_benzoate","AA","succinate","benzoate",0.296359383276767,0.18660742677902,"signif"
1,"Pseudomonas","succinate_cellobiose","SA","succinate","cellobiose",0.00290394179812342,0.110973241867625,"ns"
1,"Pseudomonas","succinate_fructose","SA","succinate","fructose",-0.0354860935937898,0.142588639552823,"ns"
1,"Pseudomonas","succinate_fumarate","AA","succinate","fumarate",-0.00655374351797721,0.116265839060806,"ns"
1,"Pseudomonas","succinate_glutamine","AA","succinate","glutamine",-0.0770325588312932,0.132501328798587,"ns"
1,"Pseudomonas","succinate_glycerol","SA","succinate","glycerol",-0.103359414222402,0.12718113885788,"ns"
1,"Pseudomonas","succinate_glycine","AA","succinate","glycine",-0.078483280495313,0.195878417257023,"ns"
1,"Pseudomonas","succinate_ribose","SA","succinate","ribose",-0.00440782125952742,0.137828563875049,"ns"
1,"Pseudoxanthomonas","succinate_fumarate","AA","succinate","fumarate",0.000164532829768949,0.000163091184971552,"ns"
1,"Pseudoxanthomonas","succinate_glycine","AA","succinate","glycine",-0.00043890810093793,0.000753343670529117,"ns"
1,"Raoultella","glucose_benzoate","SA","glucose","benzoate",-0.461026174820882,0.0624579761002143,"signif"
1,"Raoultella","glucose_cellobiose","SS","glucose","cellobiose",0.0396912128215798,0.0486729920813407,"ns"
1,"Raoultella","glucose_fructose","SS","glucose","fructose",0.050020524700075,0.0445736079901402,"ns"
1,"Raoultella","glucose_fumarate","SA","glucose","fumarate",-0.289435760563739,0.0273939862378224,"signif"
1,"Raoultella","glucose_glutamine","SA","glucose","glutamine",-0.0387255925885444,0.199806843229757,"ns"
1,"Raoultella","glucose_glycerol","SS","glucose","glycerol",0.357984487423011,0.077270170885662,"signif"
1,"Raoultella","glucose_glycine","SA","glucose","glycine",0.0859972522034027,0.155344769450247,"ns"
1,"Raoultella","glucose_ribose","SS","glucose","ribose",0.117825251108828,0.13058574433035,"ns"
1,"Raoultella","succinate_benzoate","AA","succinate","benzoate",-0.0195458325438821,0.0101156608077262,"signif"
1,"Raoultella","succinate_cellobiose","SA","succinate","cellobiose",0.0176854312255607,0.0840503643284125,"ns"
1,"Raoultella","succinate_fructose","SA","succinate","fructose",0.145056259663534,0.225239819428016,"ns"
1,"Raoultella","succinate_fumarate","AA","succinate","fumarate",0.00400686815919645,0.0155468631795571,"ns"
1,"Raoultella","succinate_glutamine","AA","succinate","glutamine",0.000302986487902868,0.00847838382848361,"ns"
1,"Raoultella","succinate_glycerol","SA","succinate","glycerol",0.336152868102612,0.0805539193990877,"signif"
1,"Raoultella","succinate_glycine","AA","succinate","glycine",-0.00960959581039862,0.00619522685762451,"ns"
1,"Raoultella","succinate_ribose","SA","succinate","ribose",-0.0468753851136785,0.0251574014302404,"signif"
1,"Rhizobium","glucose_benzoate","SA","glucose","benzoate",-0.000117580279989194,0.00010215199968033,"ns"
1,"Rhizobium","glucose_fumarate","SA","glucose","fumarate",-0.00193955172816168,0.00158533927775747,"signif"
1,"Rhizobium","glucose_glutamine","SA","glucose","glutamine",-0.0429190957890634,0.0259297352127026,"signif"
1,"Rhizobium","glucose_glycine","SA","glucose","glycine",-0.000144815211462556,0.000146841120288962,"ns"
1,"Rhizobium","succinate_benzoate","AA","succinate","benzoate",-0.0357028629414747,0.0363958247392362,"ns"
1,"Rhizobium","succinate_cellobiose","SA","succinate","cellobiose",-0.025087497030171,0.0259617958018636,"ns"
1,"Rhizobium","succinate_fructose","SA","succinate","fructose",-0.0245976752945614,0.0255993918198177,"ns"
1,"Rhizobium","succinate_fumarate","AA","succinate","fumarate",-0.0210344966675316,0.021208112478316,"ns"
1,"Rhizobium","succinate_glutamine","AA","succinate","glutamine",-0.0721423487663607,0.0360459407105934,"signif"
1,"Rhizobium","succinate_glycerol","SA","succinate","glycerol",-0.0282327136002809,0.0291621549538966,"ns"
1,"Rhizobium","succinate_glycine","AA","succinate","glycine",-0.0309212140063727,0.0307585511304236,"ns"
1,"Rhizobium","succinate_ribose","SA","succinate","ribose",-0.0287775038639318,0.0294908907098627,"ns"
1,"Rosenbergiella","glucose_benzoate","SA","glucose","benzoate",-0.107545973167646,0.0168564234038082,"signif"
1,"Rosenbergiella","glucose_cellobiose","SS","glucose","cellobiose",-0.0218251652626155,0.0368611730043822,"ns"
1,"Rosenbergiella","glucose_fructose","SS","glucose","fructose",-0.0471599454584166,0.0374980601542968,"ns"
1,"Rosenbergiella","glucose_fumarate","SA","glucose","fumarate",-0.0847558468587721,0.035222543814158,"signif"
1,"Rosenbergiella","glucose_glutamine","SA","glucose","glutamine",-0.0421992397010152,0.0416993551219041,"ns"
1,"Rosenbergiella","glucose_glycerol","SS","glucose","glycerol",-0.18507381432554,0.0565888489643431,"signif"
1,"Rosenbergiella","glucose_glycine","SA","glucose","glycine",0.0195771952134301,0.0538966918803508,"ns"
1,"Rosenbergiella","glucose_ribose","SS","glucose","ribose",-0.125111716139318,0.0944578413640016,"ns"
1,"Rosenbergiella","succinate_benzoate","AA","succinate","benzoate",-0.00174933412227871,0.00264309413935475,"ns"
1,"Rosenbergiella","succinate_cellobiose","SA","succinate","cellobiose",0.00316428132612475,0.00522404834761313,"ns"
1,"Rosenbergiella","succinate_fumarate","AA","succinate","fumarate",-0.0476735416529922,0.0146361630503157,"signif"
1,"Rosenbergiella","succinate_glutamine","AA","succinate","glutamine",-0.00122145605491321,0.00217261746063782,"ns"
1,"Rosenbergiella","succinate_glycerol","SA","succinate","glycerol",0.254742558607888,0.112362271728378,"signif"
1,"Rosenbergiella","succinate_glycine","AA","succinate","glycine",-0.00295763583019823,0.0032026084729986,"ns"
1,"Rosenbergiella","succinate_ribose","SA","succinate","ribose",0.244109271173015,0.122683924555087,"signif"
1,"Shinella","glucose_benzoate","SA","glucose","benzoate",-0.00149331467082701,0.00100480982785225,"signif"
1,"Shinella","glucose_cellobiose","SS","glucose","cellobiose",-0.000741640845961646,0.000336563869130851,"signif"
1,"Shinella","glucose_fructose","SS","glucose","fructose",-0.000937537052203158,0.000329001805521436,"signif"
1,"Shinella","glucose_fumarate","SA","glucose","fumarate",0.000206510751770058,0.00381567011336331,"ns"
1,"Shinella","glucose_glutamine","SA","glucose","glutamine",-0.000474247362218892,0.000629023569590865,"ns"
1,"Shinella","glucose_glycerol","SS","glucose","glycerol",-0.000632244740303742,0.000201054947626271,"signif"
1,"Shinella","glucose_glycine","SA","glucose","glycine",-0.0228835042336171,0.00676658928056322,"signif"
1,"Shinella","glucose_ribose","SS","glucose","ribose",-0.00637980780549264,0.00812164140212632,"ns"
1,"Shinella","succinate_benzoate","AA","succinate","benzoate",-0.101040958836259,0.11945652195693,"ns"
1,"Shinella","succinate_cellobiose","SA","succinate","cellobiose",-0.0711712706338916,0.0851749856145638,"ns"
1,"Shinella","succinate_fructose","SA","succinate","fructose",-0.0701744698762131,0.0838272454376978,"ns"
1,"Shinella","succinate_fumarate","AA","succinate","fumarate",-0.0474825946849635,0.0706046469392205,"ns"
1,"Shinella","succinate_glutamine","AA","succinate","glutamine",0.254773362903056,0.0961035270497984,"signif"
1,"Shinella","succinate_glycerol","SA","succinate","glycerol",-0.0798857442744645,0.0954217920429888,"ns"
1,"Shinella","succinate_glycine","AA","succinate","glycine",0.0171678177552025,0.13949242217959,"ns"
1,"Shinella","succinate_ribose","SA","succinate","ribose",-0.0866828390376028,0.0961578617698406,"ns"
1,"Sphingobacterium","glucose_benzoate","SA","glucose","benzoate",5.44441276243003e-05,0.000194136860551891,"ns"
1,"Sphingobacterium","glucose_fumarate","SA","glucose","fumarate",-0.0201286351086111,0.00829005069739154,"signif"
1,"Sphingobacterium","glucose_glutamine","SA","glucose","glutamine",-0.00322311962498803,0.00400647035790972,"ns"
1,"Sphingobacterium","glucose_glycine","SA","glucose","glycine",-0.00528491487993185,0.00903076455849444,"ns"
1,"Sphingobacterium","succinate_benzoate","AA","succinate","benzoate",-6.47254150267362e-05,0.000110425285742363,"ns"
1,"Sphingobacterium","succinate_fumarate","AA","succinate","fumarate",0.0117926782223855,0.00997637343425199,"ns"
1,"Sphingobacterium","succinate_glutamine","AA","succinate","glutamine",-0.00324368637070582,0.00415528024753808,"ns"
1,"Sphingobacterium","succinate_glycine","AA","succinate","glycine",-0.00571761331111029,0.0094744763822277,"ns"
1,"Stenotrophomonas","glucose_benzoate","SA","glucose","benzoate",-0.000561817837510711,0.000481857701363656,"ns"
1,"Stenotrophomonas","glucose_cellobiose","SS","glucose","cellobiose",-0.000349848335197353,0.000351173372516881,"ns"
1,"Stenotrophomonas","glucose_fructose","SS","glucose","fructose",-0.000338701784827895,0.000339499845664705,"ns"
1,"Stenotrophomonas","glucose_fumarate","SA","glucose","fumarate",0.001982088880663,0.00242055726572972,"ns"
1,"Stenotrophomonas","glucose_glutamine","SA","glucose","glutamine",0.00699266802018629,0.00829762372300876,"ns"
1,"Stenotrophomonas","glucose_glycerol","SS","glucose","glycerol",-0.000391085812892601,0.000392198398030707,"ns"
1,"Stenotrophomonas","glucose_glycine","SA","glucose","glycine",-0.00262276636314292,0.00313796814356378,"ns"
1,"Stenotrophomonas","glucose_ribose","SS","glucose","ribose",-0.000648369187931826,0.00042643467987517,"ns"
1,"Stenotrophomonas","succinate_benzoate","AA","succinate","benzoate",3.49943794515034e-05,0.0181958235429797,"ns"
1,"Stenotrophomonas","succinate_cellobiose","SA","succinate","cellobiose",-0.00733799147513139,0.0132517811047828,"ns"
1,"Stenotrophomonas","succinate_fructose","SA","succinate","fructose",-0.0059063938230768,0.015823931421359,"ns"
1,"Stenotrophomonas","succinate_fumarate","AA","succinate","fumarate",0.0147138082915069,0.0145857131553792,"ns"
1,"Stenotrophomonas","succinate_glutamine","AA","succinate","glutamine",-0.0219336578406289,0.0143290402517518,"ns"
1,"Stenotrophomonas","succinate_glycerol","SA","succinate","glycerol",-0.0209332565710161,0.0143599902655419,"signif"
1,"Stenotrophomonas","succinate_glycine","AA","succinate","glycine",-0.018701491547513,0.01509299590664,"ns"
1,"Stenotrophomonas","succinate_ribose","SA","succinate","ribose",-0.0197427288508783,0.0144774044633297,"signif"
1,"Taibaiella","glucose_fumarate","SA","glucose","fumarate",-0.00832717190183959,0.0141949387957522,"ns"
1,"Taibaiella","glucose_glycine","SA","glucose","glycine",-0.000285467474949828,0.000286723237203209,"ns"
1,"Taibaiella","succinate_fumarate","AA","succinate","fumarate",0.00517378410568162,0.0307164967949985,"ns"
2,"Achromobacter","glucose_fumarate","SA","glucose","fumarate",-0.00121231180613799,0.000460261521559602,"signif"
2,"Achromobacter","glucose_glycine","SA","glucose","glycine",-0.0117699265073219,0.0133051725096182,"ns"
2,"Achromobacter","succinate_fumarate","AA","succinate","fumarate",0.000567600585171333,0.00354203424004883,"ns"
2,"Achromobacter","succinate_glycine","AA","succinate","glycine",-0.0112337168114876,0.0121727666156084,"ns"
2,"Acinetobacter","glucose_benzoate","SA","glucose","benzoate",-0.0544012413700324,0.0886983656087052,"ns"
2,"Acinetobacter","glucose_cellobiose","SS","glucose","cellobiose",-0.00160237770533142,0.0010663651495891,"ns"
2,"Acinetobacter","glucose_fructose","SS","glucose","fructose",-0.000326890716326483,0.00108992726174672,"ns"
2,"Acinetobacter","glucose_fumarate","SA","glucose","fumarate",0.204258212914165,0.0356152462423149,"signif"
2,"Acinetobacter","glucose_glutamine","SA","glucose","glutamine",-0.245915233200994,0.0200089798428071,"signif"
2,"Acinetobacter","glucose_glycerol","SS","glucose","glycerol",0.0024275440871208,0.00206497066554126,"ns"
2,"Acinetobacter","glucose_glycine","SA","glucose","glycine",0.000832969985915298,0.00189029581242284,"ns"
2,"Acinetobacter","glucose_ribose","SS","glucose","ribose",0.000649069751156887,0.00213697763280217,"ns"
2,"Acinetobacter","succinate_benzoate","AA","succinate","benzoate",-0.29062978725424,0.0922394077685969,"signif"
2,"Acinetobacter","succinate_cellobiose","SA","succinate","cellobiose",-0.190054003994011,0.038576268146086,"signif"
2,"Acinetobacter","succinate_fructose","SA","succinate","fructose",-0.185475326148894,0.0384102783178527,"signif"
2,"Acinetobacter","succinate_fumarate","AA","succinate","fumarate",0.234758912623741,0.276314378825287,"ns"
2,"Acinetobacter","succinate_glutamine","AA","succinate","glutamine",-0.0667317414700183,0.08803866185064,"ns"
2,"Acinetobacter","succinate_glycerol","SA","succinate","glycerol",-0.202574692542036,0.0392774223938522,"signif"
2,"Acinetobacter","succinate_glycine","AA","succinate","glycine",0.313929561502551,0.0428977745955543,"signif"
2,"Acinetobacter","succinate_ribose","SA","succinate","ribose",-0.188636886657343,0.0390204626703305,"signif"
2,"Aeromonas","glucose_benzoate","SA","glucose","benzoate",8.93175804131172e-05,0.000286927550439213,"ns"
2,"Aeromonas","glucose_glutamine","SA","glucose","glutamine",0.000342076431665529,0.000738272315307531,"ns"
2,"Aeromonas","succinate_benzoate","AA","succinate","benzoate",0.00115407293037559,0.000623703661251584,"signif"
2,"Aeromonas","succinate_cellobiose","SA","succinate","cellobiose",-0.000206633951268691,8.17497947473595e-05,"signif"
2,"Aeromonas","succinate_fructose","SA","succinate","fructose",0.000577601245809634,0.000495772757065178,"ns"
2,"Aeromonas","succinate_fumarate","AA","succinate","fumarate",0.000213465608757183,0.0004492913179775,"ns"
2,"Aeromonas","succinate_glutamine","AA","succinate","glutamine",7.27465648210642e-05,0.000713080510604935,"ns"
2,"Aeromonas","succinate_glycerol","SA","succinate","glycerol",-0.000203139430602888,7.42942419085977e-05,"signif"
2,"Aeromonas","succinate_glycine","AA","succinate","glycine",6.28126063628984e-05,0.000492566764185896,"ns"
2,"Aeromonas","succinate_ribose","SA","succinate","ribose",5.25974174868813e-05,0.000440535156948469,"ns"
2,"Azomonas","glucose_benzoate","SA","glucose","benzoate",0.00274242317947258,0.00480598211776181,"ns"
2,"Azomonas","glucose_cellobiose","SS","glucose","cellobiose",-8.3283676865834e-05,0.000487256150468697,"ns"
2,"Azomonas","glucose_fructose","SS","glucose","fructose",-8.08373777561353e-05,0.000170513693982779,"ns"
2,"Azomonas","glucose_fumarate","SA","glucose","fumarate",-0.152423199666877,0.126109557038777,"ns"
2,"Azomonas","glucose_glutamine","SA","glucose","glutamine",0.000170223241092376,0.00018607542590044,"ns"
2,"Azomonas","glucose_glycerol","SS","glucose","glycerol",0.000489232902035884,0.000725556033359153,"ns"
2,"Azomonas","glucose_ribose","SS","glucose","ribose",0.000461396489659941,0.000691097496439179,"ns"
2,"Azomonas","succinate_benzoate","AA","succinate","benzoate",-0.00441152007226321,0.00430735647212291,"ns"
2,"Azomonas","succinate_cellobiose","SA","succinate","cellobiose",-0.00315783928181632,0.00303856798350477,"ns"
2,"Azomonas","succinate_fructose","SA","succinate","fructose",-0.00216284594673809,0.00308782037202039,"ns"
2,"Azomonas","succinate_fumarate","AA","succinate","fumarate",-0.0528062436324758,0.190887242994762,"ns"
2,"Azomonas","succinate_glutamine","AA","succinate","glutamine",-0.00337065242874338,0.00308634854530166,"ns"
2,"Azomonas","succinate_glycerol","SA","succinate","glycerol",0.00456403882169569,0.0139347447813802,"ns"
2,"Azomonas","succinate_glycine","AA","succinate","glycine",-0.00243544817192618,0.00349961263017151,"ns"
2,"Azomonas","succinate_ribose","SA","succinate","ribose",-0.00294073457322864,0.00314399894050135,"ns"
2,"Azospirillum","glucose_fumarate","SA","glucose","fumarate",-0.00214961274475775,0.00241652688980603,"ns"
2,"Azospirillum","succinate_fumarate","AA","succinate","fumarate",-0.00183815853465919,0.00233493266999558,"ns"
2,"Brucella","glucose_fumarate","SA","glucose","fumarate",-0.000511764160064208,0.000229358196930677,"signif"
2,"Brucella","glucose_glycine","SA","glucose","glycine",-0.000333607327587841,0.00024356737577498,"ns"
2,"Brucella","succinate_fumarate","AA","succinate","fumarate",-0.000493342242563378,0.000223919263559323,"signif"
2,"Brucella","succinate_glycine","AA","succinate","glycine",-0.000318124260866708,0.000234636742698041,"ns"
2,"Citrobacter","glucose_benzoate","SA","glucose","benzoate",0.00140476310533506,0.00723910887633666,"ns"
2,"Citrobacter","glucose_cellobiose","SS","glucose","cellobiose",0.00917221433486343,0.0206725617227503,"ns"
2,"Citrobacter","glucose_fructose","SS","glucose","fructose",-0.0235089676092027,0.0208142928488619,"ns"
2,"Citrobacter","glucose_fumarate","SA","glucose","fumarate",-0.00216227362428266,0.00248339303919887,"ns"
2,"Citrobacter","glucose_glutamine","SA","glucose","glutamine",0.079707949422488,0.0662482606728942,"ns"
2,"Citrobacter","glucose_glycerol","SS","glucose","glycerol",-0.0122785597081777,0.014065314845728,"ns"
2,"Citrobacter","glucose_glycine","SA","glucose","glycine",-0.00170162293356795,0.00407967161763557,"ns"
2,"Citrobacter","glucose_ribose","SS","glucose","ribose",-0.0019189078010617,0.00337739405359307,"ns"
2,"Citrobacter","succinate_benzoate","AA","succinate","benzoate",-0.000985866989542843,0.000801754471548404,"ns"
2,"Citrobacter","succinate_cellobiose","SA","succinate","cellobiose",0.0019100595859505,0.00615010062038853,"ns"
2,"Citrobacter","succinate_fructose","SA","succinate","fructose",-0.0181590833716684,0.0206317490122752,"ns"
2,"Citrobacter","succinate_fumarate","AA","succinate","fumarate",-0.000231103818998185,0.00119972180419186,"ns"
2,"Citrobacter","succinate_glutamine","AA","succinate","glutamine",0.00165810554665159,0.00358462800586666,"ns"
2,"Citrobacter","succinate_glycerol","SA","succinate","glycerol",0.0147234091601207,0.0249566555074256,"ns"
2,"Citrobacter","succinate_glycine","AA","succinate","glycine",-0.000619629923617339,0.00113710948565087,"ns"
2,"Citrobacter","succinate_ribose","SA","succinate","ribose",8.21244490427641e-05,0.00187869720039809,"ns"
2,"Clostridium_sensu_stricto_3","glucose_fumarate","SA","glucose","fumarate",-0.000243277196263046,0.000453400515234242,"ns"
2,"Clostridium_sensu_stricto_3","succinate_benzoate","AA","succinate","benzoate",0.00113646925,0.000630924611753457,"signif"
2,"Clostridium_sensu_stricto_3","succinate_fumarate","AA","succinate","fumarate",0.000407082298035146,0.00146885083950251,"ns"
2,"Comamonadaceae.1","glucose_fumarate","SA","glucose","fumarate",0.000904553206599091,0.00193075539085631,"ns"
2,"Comamonadaceae.1","glucose_glutamine","SA","glucose","glutamine",-0.00199480541414409,0.00264196488158589,"ns"
2,"Comamonadaceae.1","succinate_benzoate","AA","succinate","benzoate",0.0219677867478387,0.0387411308511187,"ns"
2,"Comamonadaceae.1","succinate_fumarate","AA","succinate","fumarate",0.00198356327248842,0.00292050999274498,"ns"
2,"Comamonadaceae.1","succinate_glutamine","AA","succinate","glutamine",2.65959630976527e-05,0.00350205764172567,"ns"
2,"Comamonadaceae.1","succinate_glycine","AA","succinate","glycine",0.0108286073776824,0.0111341990044879,"ns"
2,"Comamonas","glucose_benzoate","SA","glucose","benzoate",-0.000316473858039447,0.000302160119584681,"ns"
2,"Comamonas","glucose_fumarate","SA","glucose","fumarate",-0.00110067332831152,0.000749283121639995,"signif"
2,"Comamonas","glucose_glutamine","SA","glucose","glutamine",-0.0127443671839469,0.0213272223433196,"ns"
2,"Comamonas","glucose_glycine","SA","glucose","glycine",-0.000398259557682779,0.000643300138887849,"ns"
2,"Comamonas","succinate_benzoate","AA","succinate","benzoate",0.0022868550391744,0.00731748868835864,"ns"
2,"Comamonas","succinate_cellobiose","SA","succinate","cellobiose",-0.00332663613555807,0.00278008356514484,"ns"
2,"Comamonas","succinate_fructose","SA","succinate","fructose",-0.00297911885385203,0.00281775553659678,"ns"
2,"Comamonas","succinate_fumarate","AA","succinate","fumarate",-0.00177482275346317,0.00325533336012837,"ns"
2,"Comamonas","succinate_glutamine","AA","succinate","glutamine",-0.0142844899253524,0.0206427220765601,"ns"
2,"Comamonas","succinate_glycerol","SA","succinate","glycerol",-0.00344643109246823,0.00302329503870541,"ns"
2,"Comamonas","succinate_glycine","AA","succinate","glycine",0.00137076580275346,0.00754848846992249,"ns"
2,"Comamonas","succinate_ribose","SA","succinate","ribose",-0.00322043031097132,0.00285678009051157,"ns"
2,"Delftia","glucose_fumarate","SA","glucose","fumarate",-0.00101188499743584,0.0021499379638343,"ns"
2,"Delftia","succinate_fumarate","AA","succinate","fumarate",-4.85002321798117e-05,0.00234433324737866,"ns"
2,"Delftia","succinate_ribose","SA","succinate","ribose",0.00017192244261205,0.000298987618183053,"ns"
2,"Empedobacter","succinate_benzoate","AA","succinate","benzoate",-0.0103589576831277,0.018071390236447,"ns"
2,"Enterobacteriaceae.8","glucose_benzoate","SA","glucose","benzoate",-0.0531428161137527,0.29665065833484,"ns"
2,"Enterobacteriaceae.8","glucose_cellobiose","SS","glucose","cellobiose",-0.213624671531496,0.356722243365032,"ns"
2,"Enterobacteriaceae.8","glucose_fructose","SS","glucose","fructose",-0.15895712226207,0.217894905597629,"ns"
2,"Enterobacteriaceae.8","glucose_fumarate","SA","glucose","fumarate",0.234206316835497,0.163509837596864,"ns"
2,"Enterobacteriaceae.8","glucose_glutamine","SA","glucose","glutamine",-0.121484276409644,0.190368199510885,"ns"
2,"Enterobacteriaceae.8","glucose_glycerol","SS","glucose","glycerol",-0.31012921660974,0.284816005714952,"ns"
2,"Enterobacteriaceae.8","glucose_glycine","SA","glucose","glycine",-0.0884156402299124,0.230369481745232,"ns"
2,"Enterobacteriaceae.8","glucose_ribose","SS","glucose","ribose",-0.109357745073069,0.234917991861206,"ns"
2,"Enterobacteriaceae.8","succinate_benzoate","AA","succinate","benzoate",0.0141065483306439,0.00806295957684769,"signif"
2,"Enterobacteriaceae.8","succinate_cellobiose","SA","succinate","cellobiose",-0.0818189969771521,0.235177250916576,"ns"
2,"Enterobacteriaceae.8","succinate_fructose","SA","succinate","fructose",-0.0319247443780199,0.105085250381441,"ns"
2,"Enterobacteriaceae.8","succinate_fumarate","AA","succinate","fumarate",-0.0174066091619094,0.0404322968461418,"ns"
2,"Enterobacteriaceae.8","succinate_glutamine","AA","succinate","glutamine",0.00371730033965621,0.00645414790643531,"ns"
2,"Enterobacteriaceae.8","succinate_glycerol","SA","succinate","glycerol",-0.0140498151268101,0.291796638848863,"ns"
2,"Enterobacteriaceae.8","succinate_glycine","AA","succinate","glycine",0.00384613473989607,0.00540328359836583,"ns"
2,"Enterobacteriaceae.8","succinate_ribose","SA","succinate","ribose",0.0110811783752695,0.0118461621776168,"ns"
2,"Flavobacterium","glucose_benzoate","SA","glucose","benzoate",-0.000919166768718067,0.00100204593414904,"ns"
2,"Flavobacterium","glucose_fructose","SS","glucose","fructose",-0.000158275346831171,0.00013036657524709,"ns"
2,"Flavobacterium","glucose_fumarate","SA","glucose","fumarate",-0.0414497575703259,0.0301533255098551,"signif"
2,"Flavobacterium","glucose_glutamine","SA","glucose","glutamine",-0.00764202757021226,0.00996917696837748,"ns"
2,"Flavobacterium","glucose_glycerol","SS","glucose","glycerol",-9.36378286206213e-05,0.000241823641312151,"ns"
2,"Flavobacterium","glucose_glycine","SA","glucose","glycine",-0.0554936214128343,0.00270333626147328,"signif"
2,"Flavobacterium","succinate_benzoate","AA","succinate","benzoate",0.0829418144167628,0.0339726285873085,"signif"
2,"Flavobacterium","succinate_cellobiose","SA","succinate","cellobiose",-0.000280920852711126,0.000403234254936606,"ns"
2,"Flavobacterium","succinate_fructose","SA","succinate","fructose",-0.000309022905165471,0.000389550566611446,"ns"
2,"Flavobacterium","succinate_fumarate","AA","succinate","fumarate",0.0443918652983334,0.0688985927818173,"ns"
2,"Flavobacterium","succinate_glutamine","AA","succinate","glutamine",-0.0043478000745842,0.010038233700973,"ns"
2,"Flavobacterium","succinate_glycerol","SA","succinate","glycerol",-0.00025434585142971,0.000428226931001224,"ns"
2,"Flavobacterium","succinate_glycine","AA","succinate","glycine",-0.016119757430779,0.0252100728734951,"ns"
2,"Flavobacterium","succinate_ribose","SA","succinate","ribose",-0.000236719209102171,0.00040480270955634,"ns"
2,"Klebsiella","glucose_benzoate","SA","glucose","benzoate",-0.271403956211691,0.291893521445049,"ns"
2,"Klebsiella","glucose_cellobiose","SS","glucose","cellobiose",0.159806355811077,0.366649862676863,"ns"
2,"Klebsiella","glucose_fructose","SS","glucose","fructose",0.0521373920792958,0.454577299497393,"ns"
2,"Klebsiella","glucose_fumarate","SA","glucose","fumarate",-0.23169247521041,0.155318935547316,"signif"
2,"Klebsiella","glucose_glutamine","SA","glucose","glutamine",-0.0124988148394061,0.396537132558895,"ns"
2,"Klebsiella","glucose_glycerol","SS","glucose","glycerol",0.334988368998721,0.269083504333587,"ns"
2,"Klebsiella","glucose_glycine","SA","glucose","glycine",0.521605308512329,0.211671618252345,"ns"
2,"Klebsiella","glucose_ribose","SS","glucose","ribose",0.107408469724154,0.218984926216419,"ns"
2,"Klebsiella","succinate_benzoate","AA","succinate","benzoate",-0.014876442675424,0.0289914314081768,"ns"
2,"Klebsiella","succinate_cellobiose","SA","succinate","cellobiose",0.161487973324608,0.264671386330801,"ns"
2,"Klebsiella","succinate_fructose","SA","succinate","fructose",0.213251910085794,0.385125221747068,"ns"
2,"Klebsiella","succinate_fumarate","AA","succinate","fumarate",-0.0129091319262748,0.0177869811434956,"ns"
2,"Klebsiella","succinate_glutamine","AA","succinate","glutamine",0.012470377422157,0.0228871957832418,"ns"
2,"Klebsiella","succinate_glycerol","SA","succinate","glycerol",0.166036652300723,0.460482290941074,"ns"
2,"Klebsiella","succinate_glycine","AA","succinate","glycine",0.0157944985779408,0.0422841683375688,"ns"
2,"Klebsiella","succinate_ribose","SA","succinate","ribose",0.106845310568769,0.193462610543482,"ns"
2,"Lachnoclostridium","succinate_cellobiose","SA","succinate","cellobiose",-0.000283395342324548,0.00836919467730798,"ns"
2,"Lachnoclostridium","succinate_fructose","SA","succinate","fructose",-9.03955223151809e-05,0.000486932252721976,"ns"
2,"Lachnoclostridium_5","glucose_benzoate","SA","glucose","benzoate",0.0033597320721853,0.00228170133132081,"ns"
2,"Lachnoclostridium_5","glucose_cellobiose","SS","glucose","cellobiose",-0.0104148239779933,0.00893376613613888,"ns"
2,"Lachnoclostridium_5","glucose_fumarate","SA","glucose","fumarate",0.00295897568209552,0.00221400114400494,"ns"
2,"Lachnoclostridium_5","glucose_glutamine","SA","glucose","glutamine",0.00222726535364574,0.00144060514845584,"signif"
2,"Lachnoclostridium_5","glucose_glycine","SA","glucose","glycine",0.00162854603730607,0.00206259426217352,"ns"
2,"Lachnoclostridium_5","succinate_benzoate","AA","succinate","benzoate",0.00513727325767232,0.00255605541565784,"signif"
2,"Lachnoclostridium_5","succinate_cellobiose","SA","succinate","cellobiose",-0.00515889055245204,0.00877507911603046,"ns"
2,"Lachnoclostridium_5","succinate_fructose","SA","succinate","fructose",-0.000513014440381845,9.72990663588919e-05,"signif"
2,"Lachnoclostridium_5","succinate_fumarate","AA","succinate","fumarate",0.00341500087096139,0.00715929331866294,"ns"
2,"Lachnoclostridium_5","succinate_glutamine","AA","succinate","glutamine",0.000627149189666972,0.000709903582793786,"ns"
2,"Lachnoclostridium_5","succinate_glycerol","SA","succinate","glycerol",-0.000528346333977534,0.000108891274032806,"signif"
2,"Lachnoclostridium_5","succinate_glycine","AA","succinate","glycine",-0.000707698106757729,0.00180842292107242,"ns"
