exp_id,Family,Treatment,Replicate,variable,Abundance,Abundance_1,Abundance_2,Predicted_Abundance,q,q2,seed,S,Epsilon,Dominates
2825,F1,SA,SA,SA,0.399829012647569,0.217645218758632,0.58597562749875,0.401810423128692,0.45,0.25,26,200,-0.00198141048112299,-1
2826,F0,SA,SA,SA,0.704677113035101,0.981177764932273,0.275172434455349,0.628175099693812,0.55,0.25,26,200,-0.076502013341289,-1
2826,F1,SA,SA,SA,0.295322856314475,0.0188222217351277,0.724827558282049,0.371824890008589,0.55,0.25,26,200,-0.076502033694114,-1
2827,F0,SA,SA,SA,0.675446990811918,0.973732247003886,0.338536391270975,0.656134319137431,0.65,0.25,26,200,-0.0193126716744869,-1
2827,F1,SA,SA,SA,0.324552996037448,0.0262677457648756,0.661463599131362,0.343865672448119,0.65,0.25,26,200,-0.019312676410671,-1
2828,F0,SA,SA,SA,0.751159743589271,0.947706845034785,0.340832485703418,0.644269665369101,0.75,0.25,26,200,-0.10689007822017,-1
2828,F1,SA,SA,SA,0.248840239555482,0.0522931415205737,0.659167435537642,0.355730288529108,0.75,0.25,26,200,-0.106890048973626,-1
2829,F0,SA,SA,SA,0.738242612346073,0.904296690489481,0.691542331215335,0.797919510852408,0.85,0.25,26,200,0.059676898506335,1
2829,F1,SA,SA,SA,0.261757366059033,0.0957033024929058,0.30845764645199,0.202080474472448,0.85,0.25,26,200,0.059676891586585,1
2830,F0,SA,SA,SA,0.802042133226988,0.931557968312262,0.564415256971087,0.747986612641675,0.95,0.25,26,200,-0.054055520585313,-1
2830,F1,SA,SA,SA,0.197957807013266,0.0684420093456789,0.435584734028519,0.2520133716871,0.95,0.25,26,200,-0.054055564673834,-1
2831,F0,SA,SA,SA,0.0796103616416847,0.384478656476251,0.201188902706345,0.292833779591299,0.05,0.35,26,200,0.213223417949614,1
2831,F1,SA,SA,SA,0.920389619276292,0.615521317718886,0.798811078629077,0.707166198173983,0.05,0.35,26,200,0.213223421102309,1
2832,F0,SA,SA,SA,0.31756697144707,0.248220707636551,0.175347721977845,0.211784214807197,0.15,0.35,26,200,-0.105782756639873,-1
2832,F1,SA,SA,SA,0.682433019903957,0.751779282798633,0.824652257133813,0.788215769966222,0.15,0.35,26,200,-0.105782750062265,-1
2833,F0,SA,SA,SA,0.530175749271468,0.692963103106124,0.0749070172387258,0.383935060172425,0.25,0.35,26,200,-0.146240689099043,-1
2833,F1,SA,SA,SA,0.469824238747317,0.307036875135683,0.925092970725229,0.616064922930456,0.25,0.35,26,200,-0.146240684183139,-1
2834,F0,SA,SA,SA,0.586972474751033,0.772934641100036,0.0422019831337211,0.407568312116878,0.35,0.35,26,200,-0.179404162634155,-1
2834,F1,SA,SA,SA,0.413027496331596,0.227065327578557,0.957798000913834,0.592431664246195,0.35,0.35,26,200,-0.179404167914599,-1
2835,F0,SA,SA,SA,0.601249263950803,0.978882811045433,0.403669426409713,0.691276118727574,0.45,0.35,26,200,0.090026854776771,1
2835,F1,SA,SA,SA,0.398750726767106,0.021117173104806,0.596330561377932,0.308723867241369,0.45,0.35,26,200,0.090026859525737,1
2836,F0,SA,SA,SA,0.430446920410015,0.895202671583126,0.141320525912723,0.518261598747925,0.55,0.35,26,200,0.08781467833791,1
2836,F1,SA,SA,SA,0.569553056695543,0.104797317322864,0.858679459035597,0.48173838817923,0.55,0.35,26,200,0.087814668516313,1
2837,F0,SA,SA,SA,0.670050494323468,0.934765374596582,0.48748763412967,0.711126504363128,0.65,0.35,26,200,0.04107601003966,1
2837,F1,SA,SA,SA,0.32994948975705,0.0652346185354508,0.51251236068455,0.288873489610001,0.65,0.35,26,200,0.041076000147049,1
2838,F0,SA,SA,SA,0.755553947695515,0.973209063399664,0.679221400917037,0.826215232158352,0.75,0.35,26,200,0.070661284462837,1
2838,F1,SA,SA,SA,0.244446005813216,0.0267909240437714,0.320778588642913,0.173784756343342,0.75,0.35,26,200,0.070661249469874,1
2839,F0,SA,SA,SA,0.652566303177644,0.904924564681188,0.423146496653127,0.664035530667158,0.85,0.35,26,200,0.0114692274895141,1
2839,F1,SA,SA,SA,0.347433683239551,0.0950754007248032,0.576853456981307,0.335964428853056,0.85,0.35,26,200,0.011469254386495,1
2840,F0,SA,SA,SA,0.655898627505246,0.934912809594955,0.380159804508403,0.657536307051679,0.95,0.35,26,200,0.00163767954643301,1
2840,F1,SA,SA,SA,0.344101353964314,0.0650871675575023,0.619840159569503,0.342463663563503,0.95,0.35,26,200,0.00163769040081102,1
2841,F0,SA,SA,SA,0.310640505239843,0.478412042734404,0.147676027906507,0.313044035320456,0.05,0.45,26,200,0.002403530080613,1
2841,F1,SA,SA,SA,0.689359480339799,0.521587946676802,0.852323946366728,0.686955946521765,0.05,0.45,26,200,0.00240353381803404,1
2842,F0,SA,SA,SA,0.151827405541545,0.440587894748444,0.369710409580154,0.405149152164299,0.15,0.45,26,200,0.253321746622754,1
2842,F1,SA,SA,SA,0.848172573561641,0.559412088897454,0.630289569209778,0.594850829053617,0.15,0.45,26,200,0.253321744508024,1
2843,F0,SA,SA,SA,0.177401915308114,0.630148840926673,0.231366916561109,0.430757878743891,0.25,0.45,26,200,0.253355963435777,1
2843,F1,SA,SA,SA,0.822598043535403,0.369851146580556,0.768633050602466,0.569242098591512,0.25,0.45,26,200,0.253355944943891,1
2845,F0,SA,SA,SA,0.661855593715211,0.892010910530067,0.415019129454549,0.653515019992307,0.45,0.45,26,200,-0.00834057372290398,-1
2845,F1,SA,SA,SA,0.338144379684824,0.107989073097125,0.584980862589848,0.346484967843487,0.45,0.45,26,200,-0.00834058815866295,-1
2846,F0,SA,SA,SA,0.697545117734278,0.966552041599087,0.479446262469198,0.722999152034143,0.55,0.45,26,200,0.025454034299865,1
2846,F1,SA,SA,SA,0.302454854860534,0.0334479456708057,0.520553729153454,0.27700083741213,0.55,0.45,26,200,0.025454017448404,1
2847,F0,SA,SA,SA,0.603834464241738,0.890088237096208,0.209347648758253,0.549717942927231,0.65,0.45,26,200,-0.0541165213145071,-1
2847,F1,SA,SA,SA,0.396165500007853,0.109911750632456,0.790652319756349,0.450282035194402,0.65,0.45,26,200,-0.054116535186549,-1
2848,F0,SA,SA,SA,0.805068392924139,0.974126845848663,0.76717266026008,0.870649753054372,0.75,0.45,26,200,0.065581360130233,1
2848,F1,SA,SA,SA,0.194931567411165,0.0258731315204924,0.232827307662563,0.129350219591528,0.75,0.45,26,200,0.065581347819637,1
2849,F0,SA,SA,SA,0.705176253998016,0.715864949608596,0.528159602097325,0.62201227585296,0.85,0.45,26,200,-0.0831639781450559,-1
2849,F1,SA,SA,SA,0.294823718911566,0.28413503313412,0.471840377790748,0.377987705462435,0.85,0.45,26,200,-0.083163986550869,-1
2850,F0,SA,SA,SA,0.668539679277719,0.805387563565317,0.338650262365349,0.572018912965334,0.95,0.45,26,200,-0.0965207663123849,-1
2850,F1,SA,SA,SA,0.331460310393205,0.194612420936317,0.661349721769846,0.427981071353081,0.95,0.45,26,200,-0.096520760959876,-1
2851,F0,SA,SA,SA,0.264784637832053,0.494702503498383,0,0.247351251749192,0.05,0.55,26,200,-0.017433386082861,-1
2851,F1,SA,SA,SA,0.735215342983435,0.505297432893621,0.999999985933921,0.752648709413772,0.05,0.55,26,200,-0.017433366430337,-1
2852,F0,SA,SA,SA,0.233644859059988,0.29189764575401,0.154725972709978,0.223311809231994,0.15,0.55,26,200,-0.010333049827994,-1
2852,F1,SA,SA,SA,0.766355122012483,0.708102327318557,0.845274019818335,0.776688173568447,0.15,0.55,26,200,-0.010333051555964,-1
2853,F0,SA,SA,SA,0.344090732102343,0.672198781539007,0,0.336099390769503,0.25,0.55,26,200,-0.00799134133283996,-1
2853,F1,SA,SA,SA,0.655909223400293,0.327801204164732,0.999999985384715,0.663900594774724,0.25,0.55,26,200,-0.00799137137443096,-1
2854,F0,SA,SA,SA,0.569142684470916,0.605915415193793,0.189737248290803,0.397826331742298,0.35,0.55,26,200,-0.171316352728618,-1
2854,F1,SA,SA,SA,0.430857302776362,0.394084571000591,0.810262728989363,0.602173649994978,0.35,0.55,26,200,-0.171316347218616,-1
2855,F0,SA,SA,SA,0.40323526678865,0.55372112578495,0.36390986817668,0.458815496980816,0.45,0.55,26,200,0.055580230192166,1
2855,F1,SA,SA,SA,0.596764653218096,0.446278868348601,0.636090117154301,0.541184492751452,0.45,0.55,26,200,0.055580160466644,1
2856,F0,SA,SA,SA,0.546630919111397,0.796207474251112,0.24407130057864,0.520139387414877,0.55,0.55,26,200,-0.0264915316965201,-1
2856,F1,SA,SA,SA,0.453369008382949,0.203792515986211,0.755928678635237,0.479860597310725,0.55,0.55,26,200,-0.026491588927776,-1
2857,F0,SA,SA,SA,0.499703531436955,0.731852359151944,0.232671009151612,0.482261684151778,0.65,0.55,26,200,-0.017441847285177,-1
2857,F1,SA,SA,SA,0.500296458117229,0.268147622818975,0.767328950657809,0.517738286738391,0.65,0.55,26,200,-0.0174418286211619,-1
2858,F0,SA,SA,SA,0.50162684882868,0.771920553328927,0.294605793828535,0.533263173578731,0.75,0.55,26,200,0.031636324750051,1
2858,F1,SA,SA,SA,0.498373130236059,0.228079436652075,0.70539417771059,0.466736807181333,0.75,0.55,26,200,0.031636323054726,1
2859,F0,SA,SA,SA,0.669498920768347,0.756843765748866,0.547904976336752,0.652374371042809,0.85,0.55,26,200,-0.017124549725538,-1
2859,F1,SA,SA,SA,0.330501063268566,0.243156218602747,0.452095017879958,0.347625618241353,0.85,0.55,26,200,-0.017124554972787,-1
2861,F0,SA,SA,SA,0.370446837056039,0.565882855847834,0,0.282941427923917,0.05,0.65,26,200,-0.087505409132122,-1
2861,F1,SA,SA,SA,0.629553127879163,0.434117122803328,0.999999987632988,0.717058555218158,0.05,0.65,26,200,-0.087505427338995,-1
2862,F0,SA,SA,SA,0.0403306395769701,0.00456801385039219,0,0.0022840069251961,0.15,0.65,26,200,-0.038046632651774,-1
2862,F1,SA,SA,SA,0.959669337605492,0.995431972663021,0.99999999349188,0.997715983077452,0.15,0.65,26,200,-0.03804664547196,-1
2863,F0,SA,SA,SA,0.382886902175787,0.570628335008747,0.0291211882749403,0.299874761641844,0.25,0.65,26,200,-0.083012140533943,-1
2863,F1,SA,SA,SA,0.617113074787188,0.429371659083398,0.970878798918043,0.700125229000722,0.25,0.65,26,200,-0.083012154213534,-1
2864,F0,SA,SA,SA,0.416055373183623,0.548860033140995,0.0635613694953088,0.306210701318152,0.35,0.65,26,200,-0.109844671865471,-1
2864,F1,SA,SA,SA,0.58394457808304,0.45113994714233,0.936438602697614,0.693789274919973,0.35,0.65,26,200,-0.109844696836933,-1
2865,F0,SA,SA,SA,0.270558793357918,0.382566536559688,0.362829718633259,0.372698127596473,0.45,0.65,26,200,0.102139334238555,1
2865,F1,SA,SA,SA,0.729441174385894,0.617433396373521,0.637170249429621,0.627301822901572,0.45,0.65,26,200,0.102139351484322,1
2866,F0,SA,SA,SA,0.415217732241178,0.620268799300038,0.290675203762038,0.455472001531038,0.55,0.65,26,200,0.04025426928986,1
2866,F1,SA,SA,SA,0.584782250219241,0.379731182544865,0.709324782446564,0.544527982495714,0.55,0.65,26,200,0.040254267723527,1
2867,F0,SA,SA,SA,0.528366258861472,0.751467197417393,0.272475634343224,0.511971415880309,0.65,0.65,26,200,-0.016394842981163,-1
2867,F1,SA,SA,SA,0.471633708956248,0.248532782210257,0.727524319107628,0.488028550658942,0.65,0.65,26,200,-0.016394841702694,-1
2868,F0,SA,SA,SA,0.779530001607024,0.763065503410696,0.597946557862078,0.680506030636388,0.75,0.65,26,200,-0.099023970970636,-1
2868,F1,SA,SA,SA,0.220469986645138,0.236934478478534,0.402053406932881,0.319493942705708,0.75,0.65,26,200,-0.09902395606057,-1
2869,F0,SA,SA,SA,0.557947476008274,0.770423060203661,0.432591878375288,0.601507469289475,0.85,0.65,26,200,0.043559993281201,1
2869,F1,SA,SA,SA,0.442052493828843,0.229576919682434,0.567408092945545,0.39849250631399,0.85,0.65,26,200,0.043559987514853,1
2870,F0,SA,SA,SA,0.663313500095435,0.901180387415695,0.441901623673837,0.671541005544767,0.95,0.65,26,200,0.00822750544933204,1
2870,F1,SA,SA,SA,0.336686462545771,0.0988195931711661,0.55809835174611,0.328458972458638,0.95,0.65,26,200,0.00822749008713303,1
2871,F0,SA,SA,SA,0.22577672990797,0.657849087725148,0,0.328924543862574,0.05,0.75,26,200,0.103147813954604,1
2871,F1,SA,SA,SA,0.774223241702829,0.342150889953309,0.999999986020613,0.671075437986962,0.05,0.75,26,200,0.103147803715867,1
2872,F0,SA,SA,SA,0.167690822410753,0.0682463838408091,0.0396236537242666,0.0539350187825379,0.15,0.75,26,200,-0.113755803628215,-1
2872,F1,SA,SA,SA,0.832309167678015,0.931753604678506,0.960376328636067,0.946064966657286,0.15,0.75,26,200,-0.113755798979271,-1
2873,F0,SA,SA,SA,0.243488610857928,0.365208899501789,0.0161000659137591,0.190654482707774,0.25,0.75,26,200,-0.052834128150154,-1
2873,F1,SA,SA,SA,0.756511349577383,0.63479108160394,0.983899922953012,0.809345502278477,0.25,0.75,26,200,-0.052834152701094,-1
2874,F0,SA,SA,SA,0.210639431996869,0.272528483932369,0,0.136264241966185,0.35,0.75,26,200,-0.074375190030684,-1
2874,F1,SA,SA,SA,0.789360541619234,0.727471508765782,0.999999987102409,0.863735747934097,0.35,0.75,26,200,-0.0743752063148631,-1
2875,F0,SA,SA,SA,0.404480203126682,0.733440884233649,0.0263668279880124,0.37990385611083,0.45,0.75,26,200,-0.024576347015852,-1
2875,F1,SA,SA,SA,0.595519758617223,0.26655908954182,0.973633163201504,0.620096126371663,0.45,0.75,26,200,-0.0245763677544401,-1
2876,F0,SA,SA,SA,0.374594398332127,0.246915836857918,0.238482048578093,0.242698942718005,0.55,0.75,26,200,-0.131895455614122,-1
2876,F1,SA,SA,SA,0.625405586909068,0.753084150318245,0.761517908484123,0.757301029401184,0.55,0.75,26,200,-0.131895442492116,-1
2877,F0,SA,SA,SA,0.517941949041449,0.710411233939995,0.328884093697541,0.519647663818769,0.65,0.75,26,200,0.00170571477732007,1
2877,F1,SA,SA,SA,0.482058027331567,0.289588750523584,0.671115886867337,0.480352318695461,0.65,0.75,26,200,0.00170570863610597,1
2878,F0,SA,SA,SA,0.61462849049049,0.665376498836551,0.348931919840055,0.507154209338303,0.75,0.75,26,200,-0.107474281152187,-1
2878,F1,SA,SA,SA,0.38537149635067,0.334623484269652,0.651068063306557,0.492845773788106,0.75,0.75,26,200,-0.107474277437436,-1
2879,F0,SA,SA,SA,0.572434007916573,0.795152657068039,0.277720723049601,0.53643669005882,0.85,0.75,26,200,-0.035997317857753,-1
2879,F1,SA,SA,SA,0.42756594725571,0.204847229689299,0.722279266939243,0.463563248314271,0.85,0.75,26,200,-0.035997301058561,-1
2880,F0,SA,SA,SA,0.54676203050344,0.792183375216407,0.410910859912332,0.60154711756437,0.95,0.75,26,200,0.05478508706093,1
2880,F1,SA,SA,SA,0.453237948514401,0.207816609340598,0.589089128911479,0.398452869126039,0.95,0.75,26,200,0.054785079388362,1
2881,F0,SA,SA,SA,0.0741103894267084,0.131490991739803,0,0.0657454958699015,0.05,0.85,26,200,-0.00836489355680691,-1
2881,F1,SA,SA,SA,0.92588959984647,0.868508996044843,0.9999999841709,0.934254490107871,0.05,0.85,26,200,-0.00836489026140097,-1
2882,F0,SA,SA,SA,0.111595395030713,0.0467268462028246,0.0716229513405869,0.0591748987717059,0.15,0.85,26,200,0.0524204962590071,1
2882,F1,SA,SA,SA,0.888404573460366,0.953273125816782,0.928377032211498,0.940825079014139,0.15,0.85,26,200,0.052420505553773,1
2883,F0,SA,SA,SA,0.317228724929137,0.626695978337949,0,0.313347989168975,0.25,0.85,26,200,-0.00388073576016201,-1
2883,F1,SA,SA,SA,0.682771255621605,0.373304008613247,0.999999984132882,0.686651996373065,0.25,0.85,26,200,-0.00388074075145994,-1
2884,F0,SA,SA,SA,0.270034936042779,0.620689773317898,0,0.31034488665895,0.35,0.85,26,200,0.040309950616171,1
2884,F1,SA,SA,SA,0.729965040413625,0.379310212810114,0.999999984962436,0.689655098886275,0.35,0.85,26,200,0.04030994152735,1
2886,F0,SA,SA,SA,0.433502238350856,0.665804134355163,0.0671360613316783,0.366470097843421,0.55,0.85,26,200,-0.067032140507435,-1
2886,F1,SA,SA,SA,0.566497743349177,0.334195847353711,0.932863921822661,0.633529884588187,0.55,0.85,26,200,-0.06703214123901,-1
2887,F0,SA,SA,SA,0.4614982769706,0.732254762909025,0.243955468098929,0.488105115503977,0.65,0.85,26,200,0.026606838533377,1
2887,F1,SA,SA,SA,0.538501713643396,0.267745223654373,0.756044523672312,0.511894873663343,0.65,0.85,26,200,0.0266068399800531,1
2888,F0,SA,SA,SA,0.520755643116142,0.730078764996691,0.143589381434553,0.436834073215623,0.75,0.85,26,200,-0.083921569900519,-1
2888,F1,SA,SA,SA,0.479244330902119,0.269921222917488,0.856410607129369,0.563165915023428,0.75,0.85,26,200,-0.0839215841213091,-1
2889,F0,SA,SA,SA,0.503980422349084,0.710540533421718,0.372240066632069,0.541390300026894,0.85,0.85,26,200,0.03740987767781,1
2889,F1,SA,SA,SA,0.49601955502647,0.289459433899051,0.627759906711591,0.458609670305322,0.85,0.85,26,200,0.037409884721148,1
2890,F0,SA,SA,SA,0.509178911063248,0.726674447300372,0.305676184321724,0.516175315811048,0.95,0.85,26,200,0.00699640474780006,1
2890,F1,SA,SA,SA,0.490821065953654,0.273325539255354,0.694323781899671,0.483824660577513,0.95,0.85,26,200,0.00699640537614099,1
2891,F0,SA,SA,SA,0,0.0137903871910865,0,0.00689519359554325,0.05,0.95,26,200,0.00689519359554325,1
2891,F1,SA,SA,SA,0.999999975629011,0.986209599440541,0.999999982652092,0.993104791046318,0.05,0.95,26,200,0.006895184582693,1
2892,F1,SA,SA,SA,0.999999943845431,0.999999988575506,0.99999998107601,0.999999984825759,0.15,0.95,26,200,4.09803280199128e-08,1
2893,F0,SA,SA,SA,0.106554217224732,0.23035812412202,0,0.11517906206101,0.25,0.95,26,200,0.008624844836278,1
2893,F1,SA,SA,SA,0.893445759882848,0.769641863765626,0.999999955633954,0.88482090969979,0.25,0.95,26,200,0.00862485018305803,1
2894,F0,SA,SA,SA,0.376411672618752,0.655296677966005,0.0205153274106228,0.337906002688314,0.35,0.95,26,200,-0.038505669930438,-1
2894,F1,SA,SA,SA,0.623588309932377,0.344703284065764,0.979484642371818,0.662093963218791,0.35,0.95,26,200,-0.038505653286414,-1
2896,F0,SA,SA,SA,0.438213860772657,0.678627609576252,0.213659554521065,0.446143582048659,0.55,0.95,26,200,0.007929721276002,1
2896,F1,SA,SA,SA,0.561786124266173,0.321372319540956,0.786340436052807,0.553856377796881,0.55,0.95,26,200,0.00792974646929201,1
2897,F0,SA,SA,SA,0.444735561171264,0.651778905732071,0.218799176479774,0.435289041105923,0.65,0.95,26,200,-0.00944652006534102,-1
2897,F1,SA,SA,SA,0.555264382656903,0.34822107615304,0.781200811836615,0.564710943994828,0.65,0.95,26,200,-0.00944656133792499,-1
2898,F0,SA,SA,SA,0.45537241674916,0.733464097005273,0.21654502494516,0.475004560975216,0.75,0.95,26,200,0.019632144226056,1
2898,F1,SA,SA,SA,0.544627563786741,0.266535882454517,0.783454956443789,0.524995419449152,0.75,0.95,26,200,0.0196321443375891,1
2899,F0,SA,SA,SA,0.490896796400948,0.715964942625392,0.247579634366956,0.481772288496175,0.85,0.95,26,200,-0.00912450790477304,-1
2899,F1,SA,SA,SA,0.509103161964652,0.284035040279126,0.752420323158939,0.518227681719032,0.85,0.95,26,200,-0.00912451975438,-1
2900,F0,SA,SA,SA,0.52096270009766,0.696521857451882,0.297112886254801,0.496817371853342,0.95,0.95,26,200,-0.024145328244318,-1
2900,F1,SA,SA,SA,0.47903727696573,0.303478052174787,0.702887056107525,0.503182554141157,0.95,0.95,26,200,-0.024145277175427,-1
2901,F0,SA,SA,SA,0.138672715923835,0.37958425445352,0.0488384174927352,0.214211335973128,0.05,0.05,27,200,0.075538620049293,1
2901,F1,SA,SA,SA,0.861327267621878,0.620415731251741,0.951161566622881,0.785788648937312,0.05,0.05,27,200,0.0755386186845659,1
2902,F0,SA,SA,SA,0.368155764994429,0.575370364679665,0.723287539868127,0.649328952273896,0.15,0.05,27,200,-0.281173187279467,-1
2902,F1,SA,SA,SA,0.631844222534298,0.424629622976961,0.276712455184342,0.350671039080652,0.15,0.05,27,200,-0.281173183453646,-1
2903,F0,SA,SA,SA,0.887912902123769,0.938963755533062,0.588133553460975,0.763548654497019,0.25,0.05,27,200,-0.12436424762675,-1
2903,F1,SA,SA,SA,0.112087076361321,0.0610362242583633,0.41186642797857,0.236451326118467,0.25,0.05,27,200,-0.124364249757146,-1
2904,F0,SA,SA,SA,0.999999968262682,0.869525897542291,0.950486798261126,0.910006347901709,0.35,0.05,27,200,0.089993620360973,1
2904,F1,SA,SA,SA,0,0.130474078782976,0.0495131853827263,0.0899936320828512,0.35,0.05,27,200,0.0899936320828512,1
2905,F0,SA,SA,SA,0.592886213073231,0.956844577958232,0.435413316506677,0.696128947232455,0.45,0.05,27,200,0.103242734159224,1
2905,F1,SA,SA,SA,0.407113775100473,0.0431554108358547,0.564586671744808,0.303871041290332,0.45,0.05,27,200,0.103242733810141,1
2906,F0,SA,SA,SA,0.999999978251308,0.999999987831843,0.815088491397294,0.907544239614569,0.55,0.05,27,200,-0.0924557386367391,-1
2906,F1,SA,SA,SA,0,0,0.18491149763966,0.0924557488198299,0.55,0.05,27,200,-0.0924557488198299,-1
2907,F0,SA,SA,SA,0.992767579760759,0.913901314950329,0.999999977944318,0.956950646447323,0.65,0.05,27,200,0.0358169333134361,1
2907,F1,SA,SA,SA,0.00723239265313269,0.0860986713383947,0,0.0430493356691974,0.65,0.05,27,200,0.0358169430160647,1
2908,F0,SA,SA,SA,0.80388348836222,0.999999991460869,0.495738427318827,0.747869209389849,0.75,0.05,27,200,-0.056014278972371,-1
2908,F1,SA,SA,SA,0.196116489159929,0,0.504261551048927,0.252130775524464,0.75,0.05,27,200,-0.056014286364535,-1
2909,F0,SA,SA,SA,0.999999969112127,0.999999972951703,0.999999986175613,0.999999979563659,0.85,0.05,27,200,-1.04515320842324e-08,-1
2910,F0,SA,SA,SA,0.999999971375401,0.999999961395448,0.999999988432916,0.999999974914183,0.95,0.05,27,200,-3.53878204517599e-09,-1
2911,F0,SA,SA,SA,0.585448822103336,0.224031631057239,0.167685030623598,0.195858330840419,0.05,0.15,27,200,-0.389590491262917,-1
2911,F1,SA,SA,SA,0.414551151055736,0.775968347299282,0.832314958334505,0.804141652816894,0.05,0.15,27,200,-0.389590501761158,-1
2912,F0,SA,SA,SA,0.300187246316851,0.320471914592963,0.334447196775175,0.32745955568407,0.15,0.15,27,200,-0.027272309367219,-1
2912,F1,SA,SA,SA,0.699812729363424,0.679528073591743,0.665552788125931,0.672540430858838,0.15,0.15,27,200,-0.027272298504586,-1
2913,F0,SA,SA,SA,0.973158393047872,0.602997076740744,0.446413275207778,0.524705175974262,0.25,0.15,27,200,-0.44845321707361,-1
2913,F1,SA,SA,SA,0.026841566884349,0.397002901842695,0.553586708919493,0.475294805381095,0.25,0.15,27,200,-0.448453238496746,-1
2914,F0,SA,SA,SA,0.442327864718648,0.3056890285514,0.97623794436805,0.640963486459726,0.35,0.15,27,200,-0.198635621741078,-1
2914,F1,SA,SA,SA,0.557672116923858,0.694310935410279,0.0237620431517205,0.359036489280999,0.35,0.15,27,200,-0.198635627642859,-1
2915,F0,SA,SA,SA,0.917346183417161,0.825364084522452,0.841373469925938,0.833368777224195,0.45,0.15,27,200,0.083977406192966,1
2915,F1,SA,SA,SA,0.0826537877928933,0.174635900238578,0.158626519754209,0.166631209996393,0.45,0.15,27,200,0.0839774222034997,1
2916,F0,SA,SA,SA,0.945432331120713,0.954118148895075,0.972767996743853,0.963443072819464,0.55,0.15,27,200,-0.0180107416987509,-1
2916,F1,SA,SA,SA,0.0545676528613299,0.045881840164869,0.0272319962001218,0.0365569181824955,0.55,0.15,27,200,-0.0180107346788344,-1
2917,F0,SA,SA,SA,0.755027660276283,0.961928523111065,0.389112299583012,0.675520411347039,0.65,0.15,27,200,-0.079507248929244,-1
2917,F1,SA,SA,SA,0.244972300935563,0.0380707630267029,0.610887690691179,0.324479226858941,0.65,0.15,27,200,-0.079506925923378,-1
2918,F0,SA,SA,SA,0.999999984866379,0.999999991701429,0.992762739476582,0.996381365589006,0.75,0.15,27,200,-0.00361861927737295,-1
2918,F1,SA,SA,SA,0,0,0.0072372506794342,0.0036186253397171,0.75,0.15,27,200,-0.0036186253397171,-1
2919,F0,SA,SA,SA,0.999999985556414,0.999999959181018,0.761821264135074,0.880910611658047,0.85,0.15,27,200,-0.119089373898367,-1
2919,F1,SA,SA,SA,0,0,0.238178727691282,0.119089363845641,0.85,0.15,27,200,-0.119089363845641,-1
2920,F0,SA,SA,SA,0.846195172388699,0.999999980287396,0.472173502667935,0.736086741477666,0.95,0.15,27,200,-0.110108430911033,-1
2920,F1,SA,SA,SA,0.153804800368811,0,0.527826476867897,0.263913238433948,0.95,0.15,27,200,-0.110108438065137,-1
2921,F0,SA,SA,SA,0.0980150312758277,0.113418250192071,0.0923207929664059,0.102869521579239,0.05,0.25,27,200,0.0048544903034113,1
2921,F1,SA,SA,SA,0.901984956439548,0.886581735160494,0.907679194846709,0.897130465003602,0.05,0.25,27,200,0.00485449143594596,1
2922,F0,SA,SA,SA,0.821407370894095,0.626152505384762,0.838171986254945,0.732162245819853,0.15,0.25,27,200,0.089245125074242,1
2922,F1,SA,SA,SA,0.178592609806425,0.373847473884143,0.161827999003584,0.267837736443864,0.15,0.25,27,200,0.089245126637439,1
2923,F0,SA,SA,SA,0.66131910183206,0.645348497463655,0.0183477732877311,0.331848135375693,0.25,0.25,27,200,-0.329470966456367,-1
2923,F1,SA,SA,SA,0.338680800648007,0.354651495701188,0.981652206691074,0.668151851196132,0.25,0.25,27,200,-0.329471050548125,-1
2924,F0,SA,SA,SA,0.612721635456316,0.121918200077966,0.705988308798826,0.413953254438396,0.35,0.25,27,200,0.19876838101792,1
2924,F1,SA,SA,SA,0.387278349237246,0.878081756646746,0.29401167511548,0.586046715881113,0.35,0.25,27,200,0.198768366643867,1
2925,F0,SA,SA,SA,0.935607465192358,0.849965479191737,0.88407254920934,0.867019014200539,0.45,0.25,27,200,0.0685884509918191,1
2925,F1,SA,SA,SA,0.0643925133000845,0.150034509565752,0.115927405315883,0.132980957440817,0.45,0.25,27,200,0.0685884441407325,1
2926,F0,SA,SA,SA,0.592293729608896,0.42470893445483,0.492349249835883,0.458529092145357,0.55,0.25,27,200,0.133764637463539,1
2926,F1,SA,SA,SA,0.407706253667954,0.575291041469104,0.507650733175283,0.541470887322194,0.55,0.25,27,200,0.13376463365424,1
2927,F0,SA,SA,SA,0.872528238532086,0.951792350548965,0.653206653010301,0.802499501779634,0.65,0.25,27,200,-0.070028736752452,-1
2927,F1,SA,SA,SA,0.127471729986124,0.0482076236994995,0.34679333827206,0.19750048098578,0.65,0.25,27,200,-0.070028750999656,-1
2928,F0,SA,SA,SA,0.73416892605252,0.788325050263363,0.955087721494047,0.871706385878707,0.75,0.25,27,200,-0.137537459826187,-1
2928,F1,SA,SA,SA,0.265831030051994,0.211674937696086,0.0449122722908423,0.128293604993465,0.75,0.25,27,200,-0.137537425058529,-1
2929,F0,SA,SA,SA,0.837093379043742,0.718247183523855,0.383190450494326,0.550718817009091,0.85,0.25,27,200,-0.286374562034651,-1
2929,F1,SA,SA,SA,0.162906607764564,0.281752795213092,0.616809535951433,0.449281165582263,0.85,0.25,27,200,-0.286374557817699,-1
