exp_id,Family,Treatment,Replicate,variable,Abundance,Abundance_1,Abundance_2,Predicted_Abundance,q,q2,seed,S,Epsilon,Dominates
52,F0,SA,SA,SA,0.588059386893826,0.710898384352489,0.294821019754429,0.502859702053459,0.9,0.9,52,200,-0.085199684840367,-1
52,F1,SA,SA,SA,0.411940594733434,0.289101582185887,0.705178959825974,0.497140271005932,0.9,0.9,52,200,-0.085199676272498,-1
53,F0,SA,SA,SA,0.494419197359106,0.718465725987172,0.268864248141301,0.493664987064237,0.9,0.9,53,200,-0.000754210294868996,-1
53,F1,SA,SA,SA,0.505580771745001,0.28153426224466,0.731135714243703,0.506334988244182,0.9,0.9,53,200,-0.000754216499180949,-1
54,F0,SA,SA,SA,0.536540522249143,0.70631190966922,0.360601970458742,0.533456940063981,0.9,0.9,54,200,-0.00308358218516192,-1
54,F1,SA,SA,SA,0.463459458740378,0.293688078775153,0.639397984769627,0.46654303177239,0.9,0.9,54,200,-0.00308357303201196,-1
55,F0,SA,SA,SA,0.393376189095116,0.632954420400179,0.179395087794669,0.406174754097424,0.9,0.9,55,200,0.012798565002308,1
55,F1,SA,SA,SA,0.606623779280042,0.367045565541385,0.820604879219087,0.593825222380236,0.9,0.9,55,200,0.0127985568998059,1
57,F0,SA,SA,SA,0.50537507483543,0.807275853478422,0.254770647008938,0.531023250243679,0.9,0.9,57,200,0.025648175408249,1
57,F1,SA,SA,SA,0.494624816862425,0.192724120178442,0.745229321583724,0.468976720881083,0.9,0.9,57,200,0.025648095981342,1
58,F0,SA,SA,SA,0.570489759659338,0.868337883129417,0.275141488849848,0.571739685989633,0.9,0.9,58,200,0.00124992633029497,1
58,F1,SA,SA,SA,0.429510223157999,0.131662091770783,0.724858487509526,0.428260289640154,0.9,0.9,58,200,0.00124993351784503,1
59,F0,SA,SA,SA,0.577278010522964,0.748435662469082,0.354580120179846,0.551507891324465,0.9,0.9,59,200,-0.025770119198499,-1
59,F1,SA,SA,SA,0.422721969343635,0.251564308733528,0.645419860067908,0.448492084400718,0.9,0.9,59,200,-0.025770115057083,-1
